Sols;Na2O;MgO;Al2O3;SiO2;P2O5;SO3;Cl;K2O;CaO;TiO2;Cr2O3;MnO;FeO;Ni;Zn;Br;Amorphous;Pyroxene;Sulfate;Magnetite;Hematite;Feldspar;Plagioclase;Clay;Rank;Latitude;Longitude
2042;2.74;4.74;8.62;45.13;0.91;7.9;2.5;0.82;4.83;1.04;0.31;0.12;20;939;1307;201;48.07;4.09;6.38;0;5.13;1.92;19.57;14.84;647;-4.724768421;137.3777735
2042;2.64;4.7;8.58;43.64;1.25;7.99;2.68;0.81;4.65;1.01;0.32;0.12;21.28;865;1164;160;46.83;3.7;6.59;0;5.38;2.03;19.08;16.4;648;-4.724768421;137.3777735
2048;1.86;3.3;4.17;21.69;1.58;29.86;1.71;0.27;17.93;0.5;0.17;0.17;16.58;375;611;270;45.64;3.7;6.59;0;5.38;2.09;18.64;17.96;649;-4.72439887;137.3773816
2048;1.74;3.87;6.27;35.45;1.65;18.46;0.89;0.64;10.47;0.84;0.25;0.17;19.01;647;917;337;45.81;2.07;6.81;0;5.57;2.09;18.22;19.43;650;-4.72439887;137.3773816
2049;2.36;5.42;8.58;46.11;1.16;5.34;0.75;0.78;3.89;1.06;0.31;0.15;23.79;896;1067;127;45.38;2.07;6.81;0;5.85;2.24;18.22;19.43;651;-4.72439887;137.3773816
2050;2.21;4.4;8.89;50.22;1.13;3.84;0.67;1.12;3.07;1.15;0.33;0.18;22.42;938;1701;232;44.29;2.07;6.81;0;5.85;2.24;18.22;20.52;652;-4.72439887;137.3773816
2055;1.27;6.02;8.41;47.57;0.36;5.8;0.96;0.94;4.23;1.23;0.25;0.21;22.42;696;1394;393;43.1;2.07;6.81;0;5.85;2.24;18.61;21.32;653;-4.724196136;137.3772471
2055;2.26;3.43;9.11;52;1.06;2.22;0.61;1.11;2.47;1.14;0.34;0.19;23.65;938;1566;374;42.87;2.07;6.81;0;5.85;2.47;18.61;21.32;654;-4.724196136;137.3772471
2080;2.3;2.76;7.8;41.87;1.11;10.25;0.93;0.96;7.72;1.06;0.34;0.26;22.33;927;1327;23;43.38;2.07;6.81;0;5.57;2.24;18.61;21.32;655;-4.724196136;137.3772471
2080;2.24;2.66;7.81;42.9;1.11;9.86;0.89;0.94;7.52;1.05;0.32;0.21;22.12;924;1422;21;42.83;2.07;6.81;0;6.02;2.5;17.91;21.86;656;-4.724196136;137.3772471
2082;1.99;3.59;8.49;44.97;1.07;8.15;0.56;1;6.45;1.15;0.34;0.23;21.7;754;1260;80;43.26;2.06;6.81;0;5.57;2.24;17.91;22.16;657;-4.724196136;137.3772471
2090;2.57;7.2;8.11;43.81;0.94;5.54;0.89;0.72;4.53;1.12;0.4;0.22;23.44;912;1449;1396;43.03;1.57;6.81;0;6.02;2.5;17.91;22.16;658;-4.724226284;137.3771723
2090;2.1;3.8;7.22;41.05;0.83;12.65;1.05;0.89;7.05;1.01;0.3;0.19;21.49;767;1400;785;43.62;0.32;7.03;0;6.41;2.86;17.91;21.86;659;-4.724226284;137.3771723
2100;2.52;5.05;8.87;47.05;0.75;6.38;1.67;1.07;4.05;1.07;0.32;0.29;20.56;1007;1243;94;42.6;1.57;6.81;0;6.41;2.86;18.43;21.32;660;-4.725693925;137.3785028
2101;2.48;6.19;8.55;44.12;0.83;7.83;1.54;0.91;4.86;1.04;0.34;0.28;20.73;976;1277;135;41.19;3.17;6.71;0;6.41;2.86;18.9;20.76;661;-4.725693925;137.3785028
2101;2.68;6.73;8.33;42.25;0.84;8.57;1.83;0.85;5.65;1.04;0.33;0.32;20.21;1018;1284;159;42.24;3.79;6.51;0;6.02;2.56;19.21;19.67;662;-4.725693925;137.3785028
2104;2.52;6.5;8.77;46.08;0.95;6.13;1.65;0.86;3.92;1.05;0.34;0.35;20.49;1067;1211;78;42.08;3.99;6.31;0;6.02;2.56;19.37;19.67;663;-4.725690315;137.3787762
2107;2.84;5.89;8.3;43.03;1.07;9.44;2.19;1;6.23;0.91;0.28;0.42;17.91;713;1569;140;41.67;4.5;6.29;0;6.02;2.56;19.49;19.47;664;-4.724996562;137.3793577
2108;2.72;5.63;8.57;43.69;2.46;5.07;2;0.7;3.09;0.98;0.28;0.19;24.31;903;796;60;41.58;5.12;6.27;0;5.51;2.48;19.57;19.47;665;-4.724944837;137.3803161
2109;2.79;5;8.28;43.97;0.75;8.24;2.34;0.97;4.86;1;0.32;0.25;20.88;1009;1095;60;41.64;5.65;6.11;0;5.27;2.48;19.78;19.07;666;-4.724835397;137.3803371
2113;2.56;4.76;8.88;46.58;0.72;5.78;1.33;1.06;4.2;1.07;0.32;0.27;22.06;1081;1189;56;41.37;6.34;5.92;0;5.27;2.57;20.24;18.29;667;-4.724835397;137.3803371
2113;2.44;4.32;9.01;47.49;0.67;6.07;0.69;1.09;4.45;1.13;0.34;0.27;21.72;1072;1175;57;41.54;6.34;5.84;0;5.24;2.48;20.6;17.97;668;-4.724835397;137.3803371
2117;2.64;5.44;8.89;47.65;0.89;6.62;1.38;1.03;4.36;1.04;0.3;0.25;19.23;859;892;46;42.13;6.34;5.73;0;5.2;2.48;20.88;17.24;669;-4.725571293;137.3801905
2121;2.52;5.79;9.02;47.92;0.92;6.2;0.94;0.98;4.57;0.99;0.29;0.34;19.18;834;1002;37;42.46;6.34;5.73;0;5.2;2.48;21.12;16.68;670;-4.725662057;137.3800082
2122;2.46;5.33;8.65;45.85;0.92;8.87;0.99;0.93;6.28;0.97;0.28;0.31;17.94;749;961;36;42.44;6.34;5.73;0;5.1;2.42;21.15;16.83;671;-4.725662057;137.3800082
2124;2.56;4.43;9.02;47.9;0.75;4.82;0.43;1.05;4.92;1.15;0.35;0.37;21.92;942;1233;37;42.34;6.34;5.73;0;5.2;2.42;21.15;16.83;672;-4.725662057;137.3800082
2124;2.62;4.67;9.26;48.76;0.81;4.07;0.49;1.06;4.67;1.09;0.34;0.36;21.48;909;1136;36;42.79;5.66;5.86;0;5.25;2.48;21.15;16.83;673;-4.725662057;137.3800082
2127;2.88;5.23;9.46;50.03;0.82;5.13;2.15;1.06;3.34;1.02;0.31;0.23;18.04;959;1121;94;42.55;5.12;5.94;0;5.37;2.48;21.15;17.39;674;-4.725677038;137.3788459
2127;2.42;6.57;8.46;44.76;0.94;8.93;1.9;0.87;4.88;0.97;0.28;0.33;18.41;1045;1127;109;43.37;4.94;5.94;0;5.59;2.52;21.32;16.32;675;-4.725677038;137.3788459
2131;2.7;6.2;9.62;50.14;1.38;2.4;0.69;0.88;2.74;0.99;0.31;0.2;21.46;880;886;499;44.31;4.94;5.93;0;5.37;2.48;21.58;15.4;676;-4.725650652;137.3780885
2131;2.53;4.98;9.32;48.71;0.92;7.01;0.81;0.94;5.28;0.97;0.31;0.23;17.74;828;1037;121;44.26;5.12;5.86;0;5.37;2.48;21.73;15.18;677;-4.725650652;137.3780885
2131;2.71;5.73;10.39;53.98;0.89;3.02;0.66;1.02;3.33;1;0.3;0.25;16.43;933;861;350;44.07;5.66;5.73;0;5.37;2.48;21.84;14.85;678;-4.725650652;137.3780885
2134;2.42;5.02;8.89;47.88;0.81;7.76;0.8;0.93;5.27;1.02;0.32;0.09;18.46;802;857;429;44.42;5.82;5.63;0;5.25;2.42;21.96;14.5;679;-4.725592499;137.378061
2134;2.53;5.29;8.86;46.39;0.83;8.86;0.88;0.87;6.27;1;0.32;0.11;17.51;739;787;254;44.93;6.13;5.54;0;5.2;2.15;22.17;13.87;680;-4.725592499;137.378061
2154;2.44;4.49;8.69;44.28;0.86;8.31;0.95;0.93;6.63;1.08;0.3;0.18;20.54;991;1204;218;45.13;5.45;5.68;0;5.11;1.83;21.96;14.82;681;-4.725592499;137.378061
2154;2.45;4.72;8.75;44.08;0.84;7.59;0.89;0.91;6.44;1.03;0.34;0.17;21.53;914;847;44;45.62;6.13;5.54;0;5.11;1.83;22.37;13.39;682;-4.725592499;137.378061
2155;2.44;4.79;8.49;45.95;0.97;5.49;0.68;0.87;5.36;1.01;0.38;0.2;23.15;835;771;70;45.84;6.7;5.31;0;4.95;1.72;23.34;12.13;683;-4.725592499;137.378061
2160;2.61;5.81;9.01;47.48;0.94;6.54;1.28;0.91;3.94;1;0.33;0.21;19.66;911;969;52;47.32;6.13;5.12;0;4.33;0.95;24.04;12.09;684;-4.726821624;137.3784023
2165;2.59;6.23;9.08;48.3;0.63;8.8;1.69;1.09;4.4;1;0.29;0.23;15.37;988;1199;57;47.02;6.13;5.12;0;4.14;0.95;24.53;12.09;685;-4.727604943;137.3783249
2165;2.68;6.63;9.39;48.63;0.77;7.87;1.35;1.07;3.84;0.99;0.27;0.22;16.04;941;935;61;46.98;5.45;5.12;0;4.77;0.95;24.62;12.09;686;-4.727604943;137.3783249
2165;2.68;5.26;10.13;51.46;0.68;4.99;0.78;1.05;4.02;0.97;0.29;0.17;17.28;961;699;32;46.4;5.45;5.12;0;4.77;0.95;25.21;12.09;687;-4.727604943;137.3783249
2168;2.57;5.68;9.12;46.67;0.85;11.02;1.16;0.95;6.43;0.95;0.31;0.21;13.78;942;994;178;46.48;5.27;5.12;0;4.77;1.06;25.21;12.09;688;-4.727605584;137.378251
2168;2.61;6.14;9.44;47.12;0.81;8.78;0.96;0.91;5.98;0.97;0.34;0.22;15.44;931;969;122;46.77;4.81;5.14;0;4.93;1.06;25.19;12.09;689;-4.727605584;137.378251
2217;2.26;4.76;6.58;32.24;0.7;20.42;1.23;0.58;11.21;0.66;0.2;0.14;18.78;720;810;172;47.01;5.27;5.12;0;4.93;1.06;25.34;11.28;690;-4.727605584;137.378251
2217;2.55;5.65;9.53;48.42;0.72;9.17;0.87;1.04;5.92;0.94;0.3;0.22;14.41;894;924;113;46.23;5.27;5.12;0;5.4;2.01;25.34;10.62;691;-4.727605584;137.378251
2220;2.39;5.49;9.83;50.2;0.68;8.57;0.94;1.04;5.47;0.84;0.33;0.23;13.39;965;1289;106;46.9;5.46;5.12;0;4.99;1.57;25.34;10.62;692;-4.727553994;137.3781838
2220;2.5;5.23;9.7;49.79;0.72;9.35;1.04;1.05;5.11;0.94;0.29;0.23;13.7;1074;1596;79;48.04;5.46;5.12;0;4.88;0.53;25.34;10.62;693;-4.727553994;137.3781838
2223;2.75;5.74;10.59;53.25;0.67;3.3;0.99;1;3.44;0.75;0.3;0.2;16.2;852;649;106;48.51;5.73;5.12;0;4.58;0.1;25.34;10.62;694;-4.728513543;137.3775706
2223;2.4;4.33;9.28;48.87;0.79;9.56;1;0.8;5.53;0.88;0.28;0.13;15.86;754;603;79;48.95;5.73;5.12;0;4.19;0.05;25.34;10.62;695;-4.728513543;137.3775706
2223;2.68;5.03;10.3;53.54;0.88;4.18;1.07;0.95;3.54;0.96;0.33;0.16;16.13;1055;731;96;49.14;5.46;5.14;0;4.19;0.1;25.34;10.62;696;-4.728513543;137.3775706
2245;2.58;4.2;9.45;50.59;0.73;5.61;0.93;0.85;4.83;0.94;0.3;0.14;18.6;1020;700;67;48.49;5.28;5.29;0;4.19;0.07;25.24;11.44;697;-4.728513543;137.3775706
2245;2.57;4.29;9.64;51.58;0.79;5.63;0.92;0.89;4.84;0.88;0.28;0.15;17.31;930;661;60;48.04;4.97;5.53;0;3.67;0.01;24.67;13.1;698;-4.728513543;137.3775706
2247;2.68;4.58;10.02;52.38;0.78;4.86;0.99;0.92;4.19;0.96;0.29;0.14;16.97;963;707;92;48.97;4.6;5.66;0;3.67;0.01;23.99;13.1;699;-4.728513543;137.3775706
2254;2.45;4.85;9.62;50.32;0.76;6.31;1.1;1.06;4.49;0.97;0.28;0.1;17.43;854;885;22;49.79;4.2;5.73;0;4.19;0.07;23.79;12.23;700;-4.728448996;137.3778348
2255;2.62;5.56;9.33;47.29;0.89;7.79;1.45;0.98;4.71;0.93;0.29;0.1;17.76;803;871;42;49.59;4.2;5.73;0;4.58;0.35;23.79;11.76;701;-4.728448996;137.3778348
2258;2.54;4.83;8.79;46.44;0.86;10.7;1.54;0.68;4.97;0.99;0.28;0.07;17.07;838;726;156;47.46;3.9;5.85;0;4.88;0.75;23.74;13.42;702;-4.728414175;137.3781597
2258;2.67;6.4;8.6;42.84;0.95;11.93;1.74;0.55;6.89;0.98;0.3;0.12;15.81;737;705;138;46.7;3.9;5.85;0;5.23;1.43;23.47;13.42;703;-4.728414175;137.3781597
2288;2.07;3.92;7.54;37.65;0.87;14.96;2.06;0.64;8.19;0.99;0.33;0.1;20.28;1025;1006;232;45.47;3.8;5.98;0;5.49;2.06;23.06;14.15;704;-4.728414175;137.3781597
2289;2.36;6.14;8.37;42.25;0.86;9.37;1.34;0.58;6.61;0.98;0.4;0.22;20.19;782;570;84;45.57;3.8;5.98;0;5.83;2.06;22.61;14.15;705;-4.728414175;137.3781597
2291;2.13;3.97;7.33;37.37;0.87;15.28;2.1;0.62;8.64;1;0.31;0.08;20;995;919;229;45.75;4.19;5.85;0;5.83;2.36;22.34;13.68;706;-4.728414175;137.3781597
2292;2.03;4.14;7.21;35.43;0.94;16.85;2.28;0.57;9.16;0.94;0.3;0.1;19.77;877;877;229;46.07;4.19;5.85;0;5.8;2.48;21.93;13.68;707;-4.728414175;137.3781597
2295;2.54;5.5;8.01;40.69;0.98;14.9;1.8;0.51;7.6;0.94;0.28;0.09;15.92;754;700;179;45.42;4.6;5.82;0;5.35;2.48;21.42;14.91;708;-4.728414175;137.3781597
2299;2.63;4.34;9.84;51.13;0.76;4.35;1.05;0.83;3.34;1.24;0.37;0.06;19.84;812;709;57;46.11;4.87;5.82;0;5.03;2.06;21.2;14.91;709;-4.728830069;137.379179
2300;2.55;5.32;9.34;48.66;0.82;5.76;1.59;0.98;3.24;1.16;0.3;0.06;19.88;1000;1010;155;46.11;4.87;5.82;0;5.03;2.06;21.2;14.91;710;-4.729267743;137.379298
2301;2.39;5.3;9.47;46.76;0.86;7.24;1.46;1.01;4.43;1.12;0.32;0.09;19.2;895;1596;235;45.18;5.27;5.82;0;5.03;2.59;21.2;14.91;711;-4.729273547;137.3795694
2301;2.53;4.57;9.73;48.34;0.75;5.41;1.99;1.14;3.55;1.16;0.34;0.09;19.98;907;1825;390;44.86;5.27;5.82;0;5.35;3.32;21.2;14.18;712;-4.729273547;137.3795694
2304;2.46;4.91;9.27;47.83;0.77;5.37;1.13;1.33;3.61;1.15;0.33;0.11;21.42;980;1031;27;44.67;5.56;5.69;0;5.25;3.32;21.32;14.18;713;;
2308;2.63;5.76;9.52;48.27;0.64;3.48;0.77;1.09;3.9;1.06;0.37;0.15;22.01;674;749;26;44.6;6;5.45;0.18;5.25;3.32;21.32;13.88;714;;
2308;2.61;6.68;9.36;47.37;0.72;3.62;0.75;0.87;4.55;1.1;0.42;0.23;21.5;678;689;35;43.61;7.72;5.17;0.48;5.25;3.32;21.83;12.61;715;;
2308;2.67;6.98;9.52;47.04;0.73;3.46;0.68;0.86;4.98;1.09;0.47;0.24;21.1;612;511;12;43.33;8;5.17;0.48;5.25;3.32;21.83;12.61;716;;
2311;2.71;7.02;8.77;45.75;0.64;4.75;1.1;0.87;4.51;0.94;0.44;0.22;21.87;723;755;513;43.33;8;5.17;0.48;5.25;3.32;21.83;12.61;717;;
2313;2.42;9.56;8.92;43.53;0.72;3.52;0.52;0.39;7.05;1.2;0.73;0.45;20.88;443;236;28;42.65;8.82;5.08;0.74;5.25;3.34;21.91;12.21;718;;
2315;2.68;5.14;9.5;50.3;0.65;3.87;1.17;1.29;3.16;1.13;0.33;0.11;20.38;798;980;295;42.48;9.13;5;0.92;5.25;3.34;21.91;11.97;719;;
2315;2.6;5.83;9.3;48.04;0.72;5.04;1.37;1.16;4.02;1.12;0.36;0.12;20.03;780;926;370;42.12;10.11;4.96;0.98;4.72;3.28;21.62;12.21;720;;
2315;2.57;5.66;9.32;48.27;0.72;4.98;1.39;1.19;3.96;1.13;0.35;0.12;20.03;767;948;342;40.51;11.56;4.92;1.48;4.62;3.28;21.41;12.21;721;;
2318;2.5;6.7;8.78;43.94;0.75;8.5;1.82;0.7;5.94;1.08;0.33;0.22;18.34;674;2333;230;40.79;11.56;4.92;1.48;4.34;3.28;21.41;12.21;722;;
2318;2.73;6.83;9.03;45.01;0.76;7.29;2.12;0.81;5.38;1.13;0.34;0.22;17.94;659;2245;375;40.05;12.38;4.57;2;4.34;3.28;21.41;11.97;723;;
2320;2.68;6.53;9.21;46.18;0.72;6.77;1.95;0.75;5.39;1.21;0.32;0.24;17.57;681;2196;318;40.16;12.38;4.45;2;4.34;3.28;21.41;11.97;724;;
2333;2.51;6.99;8.51;41.36;0.89;11.47;1.8;0.63;6.64;0.95;0.26;0.29;17.28;671;1513;286;39.41;12.82;4.23;2.1;4.31;3.28;21.41;12.43;725;;
2333;2.49;6.37;8.09;40.43;0.82;13.21;1.8;0.58;8.33;0.92;0.25;0.3;15.93;568;1502;505;38.48;13.31;4.23;2.1;4.27;3.28;21.41;12.91;726;;
2347;2.46;6.92;9.07;48.66;0.71;3.99;1.47;0.82;3.81;1.16;0.39;0.2;19.86;878;2466;386;39.44;12.38;4.46;1.95;4.27;3.28;21.01;13.21;727;;
2349;2.54;9.21;8.82;44.3;0.59;3.72;0.63;0.49;6.78;1.02;0.58;0.41;20.73;658;476;118;39.56;12.26;4.46;1.95;4.27;3.28;21.01;13.21;728;;
2349;2.44;7.64;8.62;44.94;0.79;4.61;0.95;0.7;5.41;1.23;0.53;0.3;21.59;696;632;649;39.2;12.26;4.47;1.84;4.27;3.28;21.47;13.21;729;;
2349;2.56;6.86;8.94;46.82;0.75;3.93;1.18;0.91;4.38;1.12;0.45;0.22;21.56;724;874;900;39.97;12.26;4.47;1.37;4.27;3.28;21.01;13.37;730;;
2349;2.27;6.39;8.21;44.33;0.74;10.26;1.52;0.73;6.88;1.08;0.32;0.21;16.59;723;2202;577;40.23;12.26;4.47;1.35;4.27;3.34;20.71;13.37;731;;
2352;2.61;6.02;9.16;49.89;0.66;3.57;1.82;1.09;3.16;0.91;0.33;0.12;19.93;869;1309;1208;40.07;12.26;4.47;1.31;4.27;3.54;20.71;13.37;732;;
2356;2.45;6.99;9.14;46.86;0.81;4.11;1.05;0.86;4.04;0.9;0.45;0.2;21.68;750;1180;478;39.64;12.26;4.38;1.83;4.41;3.56;20.71;13.21;733;;
2356;2.7;6.99;8.76;46.74;0.78;4.03;1.08;0.91;4.41;1.14;0.37;0.26;21.54;879;894;441;39.85;12.26;4.38;1.93;4.41;3.56;20.71;12.91;734;;
2356;2.58;7.23;8.74;46.19;0.85;4.08;0.99;0.81;4.61;0.98;0.41;0.24;21.84;702;881;414;39.85;12.26;4.38;1.93;4.41;3.56;20.71;12.91;735;;
2356;2.52;5.39;8.7;48.49;0.77;5.41;1.45;1.08;3.9;1.12;0.33;0.11;20.3;829;859;1587;39.82;12.66;4.26;2.09;4.41;3.56;20.71;12.49;736;;
2356;2.52;5.39;8.7;48.49;0.77;5.41;1.45;1.08;3.9;1.12;0.33;0.11;20.3;829;859;1587;39.46;12.96;4.23;2.26;4.41;3.56;20.97;12.15;737;;
2359;2.36;7.21;9.03;47.26;0.85;5.4;1.55;0.77;4.06;0.97;0.3;0.21;19.45;810;2138;773;39.66;12.96;4.23;2.26;4.41;3.56;20.77;12.15;738;;
2361;2.5;5.39;8.87;49.07;0.75;4.48;0.97;1.12;2.8;1.14;0.33;0.19;22.04;892;1064;581;39.17;12.96;4.23;2.26;4.41;3.56;20.93;12.49;739;;
2363;2.48;5.23;9.05;49.53;0.74;3.59;1.11;1.07;2.79;1.12;0.33;0.24;22.37;962;1178;416;39.6;12.66;4.26;2.09;4.41;3.56;20.93;12.49;740;;
2363;2.63;4.5;9.54;51.21;0.7;2.97;1.01;1.12;2.38;1.15;0.33;0.19;21.96;964;1123;210;40.48;12.26;4.38;1.93;4.26;3.1;20.93;12.68;741;;
2365;2.3;6.67;8.95;49.07;0.78;4.71;1.66;0.84;3.17;1.14;0.28;0.25;19.56;776;3799;728;40.63;12.26;4.38;1.93;4.26;3.1;20.77;12.68;742;;
2367;2.51;7.18;9.27;47.54;0.92;4.58;1.8;0.7;3.57;1.03;0.3;0.34;19.51;746;3689;472;40.71;12.41;4.39;1.83;4.09;2.75;20.77;13.03;743;;
2367;2.18;7.26;9.07;47.42;0.81;4.99;1.63;0.73;3.65;1.16;0.34;0.32;19.79;733;3677;520;40.84;12.96;4.3;1.45;3.96;2.54;20.93;13.03;744;;
2367;2.46;7.03;9.44;48.44;0.82;4.16;1.88;0.75;3.21;1.12;0.3;0.33;19.49;640;3698;485;42.45;11.84;4.4;0.95;3.84;2.41;20.93;13.19;745;;
2377;2.3;7.53;8.7;47.25;1.03;5.38;1.7;0.66;3.88;1.07;0.36;0.44;18.95;775;3745;825;44.85;9.15;5.07;0.69;3.78;2.35;20.93;13.19;746;;
2377;2.57;8.8;9.21;44.29;0.77;3.73;0.82;0.61;6.07;0.97;0.45;0.33;21.01;672;632;280;45.14;9.15;5.07;0.69;3.6;2.24;20.93;13.19;747;;
2377;2.49;8.65;9;42.36;0.78;5.58;0.64;0.48;7.25;0.99;0.45;0.41;20.69;659;645;44;45.18;9.15;5.31;0.69;3.38;2.07;20.93;13.29;748;;
2379;2.21;5.84;8.24;41.55;0.81;9.89;0.95;0.6;7.03;1.08;0.38;0.36;20.59;817;2494;210;46.57;7.55;5.89;0.32;3.38;2.07;20.34;13.87;749;;
2380;2.24;6.74;7.79;42.28;0.75;9.17;0.55;0.6;6.56;1.18;0.36;0.38;20.74;701;4228;644;46.21;9.26;5.07;0.69;3.25;1.88;20.34;13.29;750;;
2380;2.24;6.89;8.34;42.46;0.77;8;0.55;0.63;6.07;1.2;0.35;0.42;21.38;755;4350;529;43.77;11.98;4.4;0.95;3.08;1.7;20.83;13.29;751;;
2382;2.32;7.49;8.63;47.09;0.85;5.43;1.4;0.7;3.84;1.16;0.36;0.4;19.69;729;3705;1059;43.18;13.26;4.3;1.54;2.83;1.61;19.99;13.29;752;;
2382;2.3;7.35;8.51;46.83;0.86;5.68;1.46;0.7;4.17;1.18;0.35;0.38;19.59;693;3510;1085;43.35;13.5;4.24;1.72;2.46;1.45;19.99;13.29;753;;
2402;1.78;5.66;7.34;38.56;0.97;12.96;0.32;0.62;9.23;1.1;0.36;0.61;19.86;662;4411;129;43.6;13.26;4.24;1.72;2.46;1.45;19.99;13.29;754;;
2402;1.78;5.62;7.19;38.41;0.94;12.92;0.32;0.6;9.41;1.15;0.38;0.58;20.09;775;4163;107;44.17;12.87;4.3;1.48;2.46;1.45;19.99;13.29;755;;
2404;1.35;5.6;6.26;37.04;0.64;16.19;0.46;0.59;9.98;1.12;0.28;0.43;19.41;592;3894;668;45.79;11.63;4.4;0.95;2.46;1.45;19.17;14.17;756;;
2404;1.5;5.97;6.91;39.59;0.81;12.81;0.63;0.64;8.12;1.16;0.34;0.48;20.32;714;3995;806;45.93;10.58;4.88;0.37;2.83;1.45;19.11;14.85;757;;
2408;2.36;5.84;8.51;47.87;0.76;4.52;1.62;1.04;3.12;1.19;0.35;0.35;21.85;859;2489;1608;45.89;9.95;5.31;0.36;3.08;1.45;19.11;14.85;758;;
2409;2.52;11.39;8.72;42.58;0.74;2.93;0.48;0.42;7.02;0.86;0.4;0.41;21.35;1036;155;59;47.69;8.67;5.5;0;3.25;1.61;19.11;14.17;759;;
2409;2.53;9.76;9.06;44.59;0.75;3.12;0.48;0.4;7.25;0.9;0.48;0.42;20.13;529;209;38;48.12;8.67;5.5;0;3.25;1.91;19.15;13.39;760;;
2410;2.45;10.9;8.57;43.67;0.7;2.87;0.44;0.35;6.92;0.85;0.5;0.45;21.13;744;194;57;47.68;8.67;5.5;0;3.6;2.3;19.18;13.07;761;;
2410;2.79;8.23;10.03;44.25;0.94;5.27;0.68;0.56;7.37;0.88;0.31;0.35;18.16;861;269;96;48.13;8.67;5.5;0;3.15;2.3;19.18;13.07;762;;
2413;2.36;5.76;8.97;51.46;0.66;4.37;1.61;1.14;3.42;1.17;0.36;0.13;18.13;876;1456;1124;46.9;8.67;5.5;0;3.7;2.67;19.18;13.39;763;;
2414;2.33;7.04;8.87;47.6;0.83;4.49;1.55;0.95;3.68;1;0.35;0.18;20.7;777;1729;1053;46.67;8.67;5.5;0;3.54;2.61;19.18;13.83;764;;
2415;2.37;6.7;8.3;47.22;0.83;4.35;1.45;0.94;3.46;1.1;0.4;0.22;22.13;811;2160;1185;45.2;9.95;5.31;0;4.11;3.09;19.35;12.99;765;;
2415;2.37;6.56;8.49;47.34;0.99;4.27;1.3;0.91;3.3;1.13;0.35;0.24;22.15;680;2404;1169;44.15;10.58;5.13;0.36;4.11;3.09;19.59;12.99;766;;
2419;2.65;5.52;9.64;49.34;0.69;3.92;0.9;1.06;2.99;1.1;0.35;0.17;21.37;722;908;96;43.23;10.58;4.74;0.93;4.6;3.23;20.11;12.58;767;;
2419;2.49;5.05;9.65;49.5;0.57;3.77;0.87;1.03;2.67;1.13;0.28;0.18;22.38;962;992;76;42.81;10.58;4.74;0.93;4.81;3.44;20.11;12.58;768;;
2419;2.46;4.82;8.99;49.66;0.83;3.67;1.04;1.1;2.59;1.15;0.33;0.29;22.76;995;1054;230;42.12;10.58;4.74;1.48;4.81;3.44;20.58;12.26;769;;
2422;2.24;5.91;8.66;49.98;0.66;4.08;1.13;1.07;2.81;1.09;0.32;0.07;21.59;895;1362;720;41.78;10.58;4.74;1.48;4.81;3.57;20.58;12.47;770;;
2424;2.34;6.82;7.6;38.86;0.76;13.84;1.02;0.6;9.64;0.9;0.27;0.2;16.92;606;837;308;41.67;10.58;4.74;1.48;4.81;3.57;20.45;12.7;771;;
2424;2.56;7.23;8.66;45.02;0.85;5.32;1;0.8;4.85;1.06;0.38;0.26;21.72;887;904;566;41.56;9.95;5.13;0.93;5.3;3.69;20.45;12.99;772;;
2424;2.42;7.9;8.6;45.39;0.92;5.24;1.17;0.65;5.12;1.07;0.42;0.37;20.36;817;1621;469;40.91;9.65;5.31;0.36;5.98;4.26;20.35;13.19;773;;
2427;2.46;7.26;8.7;46.99;0.74;4.75;1.38;0.77;4.43;1.06;0.37;0.23;20.5;811;1666;489;40.73;9.65;5.31;0;5.98;4.26;20.35;13.72;774;;
2427;2.37;7.31;8.72;46.05;0.92;5.4;1.35;0.71;4.43;1.17;0.36;0.47;20.29;785;2463;540;40.13;9.65;5.31;0;5.98;4.26;20.35;14.33;775;;
2431;2.58;5.22;10.17;53.1;0.75;3.27;0.87;1.34;2.74;1.17;0.34;0.34;17.79;771;1337;320;41.93;8.84;5.5;0;5.3;3.69;20.41;14.33;776;;
2431;2.53;4.92;8.62;46.88;1.08;3.2;1.05;1.06;2.46;1.1;0.31;0.21;26.24;848;1384;381;43.3;8.84;5.4;0;4.3;3.36;20.48;14.33;777;;
2434;2.72;4.56;9.67;51.38;0.65;2.86;1.07;1.25;2.52;1.09;0.32;0.15;21.42;984;1310;447;43.36;8.84;5.4;0;4.3;3.36;20.41;14.33;778;;
2437;2.57;7.36;9.09;46.2;0.86;3.75;0.75;0.84;4.86;1.11;0.46;0.23;21.66;627;639;87;42.72;10.2;5.19;0;4;3.09;20.35;14.45;779;;
2437;2.57;8.97;9.14;42.8;0.8;3.83;0.61;0.54;6.56;1.15;0.69;0.4;21.8;542;432;44;43.5;10.2;5.19;0;3.55;2.72;20.35;14.48;780;;
2437;2.59;5.51;9.07;48.53;0.73;4.15;0.91;1.01;3.04;1.13;0.36;0.14;22.52;854;1172;461;42.93;10.99;5.07;0;3.55;2.57;20.41;14.48;781;;
2441;2.61;5.01;9.39;48.83;0.67;3.68;1.12;1.36;2.8;1.14;0.34;0.1;22.66;882;1216;38;42.2;10.99;5.07;0;4;2.89;20.41;14.45;782;;
